1	29165	29483	0
1	567122	567401	1
1	762982	763181	2
1	844314	845703	3
1	859816	860118	4
1	860663	861388	5
1	876292	877030	6
1	879045	879539	7
1	886419	886651	8
1	896139	896424	9
1	901643	901815	10
1	933494	934265	11
1	936610	937345	12
1	955647	955764	13
1	955927	956326	14
1	976107	976703	15
1	978964	979825	16
1	994913	995289	17
1	995804	996825	18
1	1007576	1008283	19
1	1019840	1020446	20
1	1020997	1021753	21
1	1023247	1023643	22
1	1024207	1024532	23
1	1027572	1027788	24
1	1050551	1050775	25
1	1051534	1051729	26
1	1051763	1052218	27
1	1065867	1066416	28
1	1093212	1094180	29
1	1097110	1097382	30
1	1100235	1100654	31
1	1102386	1102467	32
1	1103155	1103562	33
1	1104074	1105160	34
1	1108820	1109144	35
1	1109153	1109671	36
1	1114876	1115069	37
1	1115083	1115673	38
1	1117473	1117842	39
1	1118076	1118861	40
1	1132838	1133071	41
1	1133178	1133667	42
1	1141864	1142104	43
1	1142123	1142290	44
1	1144658	1145769	45
1	1157522	1157745	46
1	1158868	1159751	47
1	1167272	1167514	48
1	1173088	1173743	49
1	1177893	1178200	50
1	1181803	1183062	51
1	1202999	1203480	52
1	1209619	1209763	53
1	1216654	1217196	54
1	1228939	1229413	55
1	1238227	1238796	56
1	1242847	1243020	57
1	1243503	1243919	58
1	1244944	1245377	59
1	1259783	1260068	60
1	1267099	1267568	61
1	1271871	1272561	62
1	1273325	1274167	63
1	1283982	1284482	64
1	1310413	1310851	65
1	1322401	1323213	66
1	1333860	1334617	67
1	1342274	1342893	68
1	1342907	1343227	69
1	1357872	1358516	70
1	1369593	1369844	71
1	1389984	1391274	72
1	1395851	1396366	73
1	1407029	1407381	74
1	1447122	1447765	75
1	1457835	1458761	76
1	1462631	1463223	77
1	1470720	1470980	78
1	1475064	1475385	79
1	1496625	1497019	80
1	1510194	1510584	81
1	1510598	1510745	82
1	1525406	1525548	83
1	1549699	1550117	84
1	1550533	1551240	85
1	1590416	1590731	86
1	1602789	1603105	87
1	1623775	1624639	88
1	1677050	1677444	89
1	1710208	1710305	90
1	1821953	1822227	91
1	1822754	1823208	92
1	1850217	1850901	93
1	1855184	1855487	94
1	1961513	1962245	95
1	1976315	1976709	96
1	1982576	1983359	97
1	1988624	1989025	98
1	2005143	2005408	99
1	2025355	2026187	100
1	2038356	2038660	101
1	2040998	2041944	102
1	2066374	2066714	103
1	2121111	2122023	104
1	2125054	2125242	105
1	2126148	2126442	106
1	2159102	2159462	107
1	2230347	2230806	108
1	2234145	2234820	109
1	2237041	2238278	110
1	2284766	2285211	111
1	2288091	2288511	112
1	2322902	2323093	113
1	2344523	2344685	114
1	2364843	2365819	115
1	2375136	2375738	116
1	2406637	2406904	117
1	2457889	2458217	118
1	2460621	2461687	119
1	2461705	2461949	120
1	2477720	2478158	121
1	2483526	2483858	122
1	2517280	2517758	123
1	2517785	2518380	124
1	2537209	2538825	125
1	2559733	2560138	126
1	2560858	2561147	127
1	2574163	2575389	128
1	2777045	2777348	129
1	2796139	2796331	130
1	2847086	2847286	131
1	2863739	2864060	132
1	2928350	2928782	133
1	2984415	2985466	134
1	2987221	2987726	135
1	2999401	2999963	136
1	3011011	3011492	137
1	3037183	3037822	138
1	3037840	3038930	139
1	3056465	3056738	140
1	3077344	3077904	141
1	3128169	3128668	142
1	3143741	3144208	143
1	3144215	3144739	144
1	3157837	3158290	145
1	3164349	3164574	146
1	3195704	3196171	147
1	3200376	3200757	148
1	3206972	3207628	149
1	3307070	3307260	150
1	3321714	3322380	151
1	3328728	3329574	152
1	3331967	3332496	153
1	3342108	3342826	154
1	3351329	3351658	155
1	3379747	3380222	156
1	3394801	3395601	157
1	3396774	3397292	158
1	3511474	3512105	159
1	3527889	3528108	160
1	3528313	3528490	161
1	3541079	3541385	162
1	3560188	3561184	163
1	3566440	3566646	164
1	3566660	3566817	165
1	3567471	3567728	166
1	3567738	3567910	167
1	3568171	3569166	168
1	3605979	3606187	169
1	3607107	3607458	170
1	3615524	3615783	171
1	3623319	3623985	172
1	3634718	3635394	173
1	3688591	3689007	174
1	3689034	3689369	175
1	3712408	3713198	176
1	3773443	3774029	177
1	3774043	3774857	178
1	3816370	3816703	179
1	4007860	4008297	180
1	4713920	4714352	181
1	4714639	4715232	182
1	4715395	4715524	183
1	4794865	4795146	184
1	4832297	4832642	185
1	5771984	5772487	186
1	5946895	5947502	187
1	6051170	6051692	188
1	6149237	6149525	189
1	6187519	6188330	190
1	6240165	6240510	191
1	6265998	6266521	192
1	6296534	6297051	193
1	6304286	6304962	194
1	6321467	6321814	195
1	6453172	6454135	196
1	6479253	6479653	197
1	6479671	6479948	198
1	6507810	6508191	199
1	6508469	6509347	200
1	6520879	6521362	201
1	6526055	6526196	202
1	6549893	6550694	203
1	6550732	6551184	204
1	6558067	6558120	205
1	6614468	6614660	206
1	6615092	6615537	207
1	6639718	6640326	208
1	6673242	6674002	209
1	6845023	6845629	210
1	7021876	7022483	211
1	7122520	7122824	212
1	7740203	7740652	213
1	7765233	7765616	214
1	7831168	7831802	215
1	7844354	7844839	216
1	7887022	7887463	217
1	8014086	8014649	218
1	8021302	8021559	219
1	8021570	8022092	220
1	8085615	8085975	221
1	8086573	8086933	222
1	8377773	8377956	223
1	8378356	8378593	224
1	8383919	8384935	225
1	8385751	8386137	226
1	8484001	8484371	227
1	8877670	8877838	228
1	8938728	8939045	229
1	8939066	8939699	230
1	9005719	9005912	231
1	9100222	9100561	232
1	9131603	9132151	233
1	9188953	9189321	234
1	9189422	9189699	235
1	9258798	9259181	236
1	9294825	9295062	237
1	9352500	9353011	238
1	9427600	9427725	239
1	9599320	9599515	240
1	9670360	9671003	241
1	9789620	9790329	242
1	9795887	9796181	243
1	9883759	9884047	244
1	9884388	9884640	245
1	9970452	9970920	246
1	10003038	10003520	247
1	10057292	10057456	248
1	10057866	10058557	249
1	10092558	10093155	250
1	10270362	10271015	251
1	10459074	10459798	252
1	10532503	10532705	253
1	10534886	10535220	254
1	10690353	10691076	255
1	10695607	10696209	256
1	10707838	10708285	257
1	10719868	10720453	258
1	10732049	10732540	259
1	10854113	10854740	260
1	10856336	10856722	261
