2	866827	867136	1.0	1	0	1491
2	866827	867136	1.0	1	0	1491
2	3522346	3523514	0.0	0	1	1507
2	3522346	3523514	0.0	0	1	1507
2	3522346	3523514	0.0	0	1	1507
2	3522346	3523514	0.0	0	1	1507
2	8168180	8168473	1.0	1	0	1525
2	8816694	8817190	0.0	0	1	1527
2	8816694	8817190	0.0	0	1	1527
2	8977468	8977777	0.0	0	1	1529
2	8977468	8977777	0.0	0	1	1529
2	8977468	8977777	0.0	0	1	1529
2	8977468	8977777	0.0	0	1	1529
2	8977468	8977777	0.0	0	1	1529
2	8977468	8977777	0.0	0	1	1529
2	8977468	8977777	0.0	0	1	1529
2	10443956	10444493	0.0	0	1	1544
2	10443956	10444493	0.0	0	1	1544
2	10443956	10444493	0.0	0	1	1544
2	10443956	10444493	0.0	0	1	1544
2	10443956	10444493	0.0	0	1	1544
2	10443956	10444493	0.0	0	1	1544
2	10443956	10444493	0.0	0	1	1544
2	10443956	10444493	0.0	0	1	1544
2	10443956	10444493	0.0	0	1	1544
2	10952550	10953040	0.0	0	1	1551
2	10952550	10953040	0.0	0	1	1551
2	10952550	10953040	0.0	0	1	1551
2	10952550	10953040	0.0	0	1	1551
2	10952550	10953040	0.0	0	1	1551
2	10952550	10953040	0.0	0	1	1551
2	11101188	11101760	1.0	1	0	1553
2	11101188	11101760	1.0	1	0	1553
2	11101188	11101760	1.0	1	0	1553
2	11101188	11101760	1.0	1	0	1553
2	11101188	11101760	0.0	0	1	1553
2	11101188	11101760	1.0	1	0	1553
2	11606368	11606765	0.0	0	1	1557
2	11606368	11606765	0.0	0	1	1557
2	11606368	11606765	0.0	0	1	1557
2	11606368	11606765	0.0	0	1	1557
2	11809804	11810293	0.0	0	1	1561
2	11809804	11810293	0.0	0	1	1561
2	11809804	11810293	0.0	0	1	1561
2	11809804	11810293	0.0	0	1	1561
2	11809804	11810293	0.0	0	1	1561
2	11809804	11810293	0.0	0	1	1561
2	11809804	11810293	0.0	0	1	1561
2	24233819	24234075	1.0	1	0	1593
2	24233819	24234075	1.0	1	0	1593
2	24233819	24234075	1.0	1	0	1593
2	24299145	24299619	0.0	0	1	1595
2	26101134	26101613	0.0	0	1	1610
2	26101134	26101613	0.0	0	1	1610
2	26101134	26101613	0.0	0	1	1610
2	26101134	26101613	0.0	0	1	1610
2	26101134	26101613	0.0	0	1	1610
